Body ID,articleBody
1825,"Blink-182  ( often stylized as blink-182 ; pronounced `` blink one eighty two '' )  is an American rock band formed in Poway , California in 1992 ."
1826,"Kick-Ass is a 2010 British-American superhero black comedy film based on the comic book of the same name by Mark Millar and John Romita , Jr. ."
1827,"The Mummy is a 2017 American action-adventure horror film directed by Alex Kurtzman and written by David Koepp , Christopher McQuarrie and Dylan Kussman , with a story by Kurtzman , Jon Spaihts and Jenny Lumet ."
1828,"The film includes cameos by George Segal , David Cronenberg , author Maynard , and screenwriter Henry ."
1829,Daniel `` Dan '' Martin  ( born 20 August 1986 )  is an Irish professional road racing cyclist who rides for UCI ProTeam .
1830,"Glenn Close  ( born March 19 , 1947 )  is an American actress , singer and film producer ."
1831,He is known as the `` Demon of Screamin ' '' due to his high screams and his wide vocal range .
1832,"During the accident , blast effects caused 2 deaths within the facility and later 29 firemen and employees died in the days-to-months afterward from acute radiation syndrome , with the potential for long-term cancers still being investigated ."
1833,"The film was Richard Harris 's first starring role , and won him a Best Actor Award at the 1963 Cannes Film Festival ."
1834,"Roosevelt was born a sickly child with debilitating asthma , but he successfully overcame his physical health problems by embracing a strenuous lifestyle ."
1835,"Her film roles include , Love Is a Funny Thing  ( 1969 )  , Myra Breckinridge  ( 1970 )  , Logan 's Run  ( 1976 )  , Sunburn  ( 1979 )  , Saturn 3  ( 1980 )  , The Cannonball Run  ( 1981 )  , Extremities  ( 1986 )  , The Apostle  ( 1997 )  , and Dr. T & the Women  ( 2000 )  ."
1836,"Pregnancy , also known as gestation , is the time during which one or more offspring develops inside a woman ."
1837,The United Kingdom is a constitutional monarchy with a parliamentary system of governance .
1838,Prior to the Presidency he was the 40th Governor of Arkansas from 1979 to 1981 and the state 's 42nd Governor from 1983 to 1992 .
1839,"Alec Sokolow is an American film writer who has worked on such projects as the movies Cheaper by the Dozen , Toy Story , Money Talks , and Garfield : The Movie ."
1840,"Charles , Prince of Wales  ( Charles Philip Arthur George ; born 14 November 1948 )  is the eldest child and heir apparent of Queen Elizabeth II ."
1841,"Mother Teresa , known in the Catholic Church as Saint Teresa of Calcutta  ( born Anjezë Gonxhe Bojaxhiu ;  [ aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu ]  ; 26 August 1910 -- 5 September 1997 )  , was an Albanian-Indian Roman Catholic nun and missionary ."
1842,"He has joined The Fast and the Furious franchise since 2015 , having starred in Furious 7 and The Fate of the Furious ."
1843,"It is the sequel to the 2015 Wii U title , Splatoon , and is a team-based third-person shooter which is playable by up to eight players in online four-versus-four matches ."
1844,"The Celtics play their home games at the TD Garden , which they share with the National Hockey League  ( NHL )  's Boston Bruins ."
1845,"She is also known for originating the role of Ouisa Kittredge in the stage and film versions of Six Degrees of Separation , for which she was nominated for a Tony Award and the Academy Award for Best Actress ."
1846,"Susan Abigail Sarandon  (  [ səˈrændən ]  née Tomalin ; born October 4 , 1946 )  is an American actress and activist ."
1847,"Soundgarden was one of the seminal bands in the creation of grunge , a style of alternative rock that developed in Seattle , and was one of a number of grunge bands signed to the record label Sub Pop ."
1848,"Paul Michael Levesque  ( born July 27 , 1969 )  , better known by the ring name Triple H  ( an abbreviation of his original WWE ring name Hunter Hearst Helmsley )  , is an American business executive and professional wrestler ."
1849,"After making her debut as a child actress in Barney & Friends , Lovato rose to prominence in 2008 when she starred in the Disney Channel television film Camp Rock and released her debut single `` This Is Me '' which peaked at number nine on the Billboard Hot 100 ."
1850,Impeachment is the process by which a legislative body formally levels charges against a high official of government .
1851,fi
1852,"Notable films include The Trap  ( 1966 )  , Oliver !"
1853,"William Richard Tolbert Jr.  ( May 13 , 1913 -- April 12 , 1980 )  was the 20th President of Liberia from 1971 until 1980 , when he was killed in a coup d'état led by Samuel Doe ."
1854,"Detroit Diesel Corporation  ( DDC )  is an American diesel engine manufacturer headquartered in Detroit , Michigan , United States and a subsidiary of Daimler Trucks North America , itself a wholly owned subsidiary of the German Daimler AG ."
1855,"The second season of the South Korean reality television competition show K-pop Star premiered on SBS on November 18 , 2012 , airing Sunday evenings at 4:55 pm KST as part of the Good Sunday lineup ."
1856,"Miley Ray Cyrus  ( born Destiny Hope Cyrus ; November 23 , 1992 )  is an American singer , songwriter , and actress ."
1857,"Referred to as the `` Shahenshah of Bollywood '' , `` Star of the Millennium '' or `` Big B '' ,"
1858,"Katheryn Elizabeth Hudson  ( born October 25 , 1984 )  , known professionally as Katy Perry , is an American singer and songwriter ."
1859,A Perfect Circle is an American rock supergroup formed in 1999 by guitarist Billy Howerdel and Tool vocalist Maynard James Keenan .
1860,"The result was a story about a boy who follows clues from his grandfather 's old photographs which lead him on an adventure that takes him to a large abandoned orphanage on Cairnholm , a Welsh island ."
1861,"Following a successful modeling career in New York during the 1970s , Basinger moved to Los Angeles where she began her acting career on television in 1976 ."
1862,"Richard III is a historical play by William Shakespeare , believed to have been written in approximately 1592 ."
1863,"Jermaine Lamarr Cole  ( born January 28 , 1985 )  , better known by his stage name J. Cole , is an American hip hop recording artist and record producer ."
1864,"She began her career in the music industry as a high school student singing in the Kiowa High School band , on local radio shows with her siblings , and at rodeos ."
1865,Sophie Turner  ( born 21 February 1996 )  is an English actress .
1866,"The Bounty is a 1984 British historical drama film directed by Roger Donaldson , starring Mel Gibson and Anthony Hopkins , and produced by Bernard Williams with Dino De Laurentiis as executive producer ."
1867,It is situated on the plain of the river Guadalquivir .
1868,"Muslims believe that Islam is the complete and universal version of a primordial faith that was revealed many times before through prophets including Adam , Abraham , Moses , and Jesus ."
1869,"In 2014 , he starred in the title role in Hedwig and the Angry Inch on Broadway , for which he won the 2014 Tony Award for Best Leading Actor in a Musical ."
1870,"The group consisted of guitarist Jimmy Page , singer Robert Plant , bassist and keyboardist John Paul Jones , and drummer John Bonham ."
1871,"After some minor television roles , she made her film debut in Much Ado About Nothing  ( 1993 )  while still a student at the University of Oxford ."
1872,"Ready Player One is a 2011 dystopian science-fiction novel , and the debut novel by Ernest Cline ."
1873,"James Joseph Parsons  ( born March 24 , 1973 )  is an American actor ."
1874,Futurama is an American animated science fiction sitcom created by Matt Groening for the Fox Broadcasting Company .
1875,"Dona Maria I  ( English : Mary I ; 17 December 1734 -- 20 March 1816 )  was Queen of Portugal , Brazil , and the Algarves ."
1876,Eurojust  ( also spelled capitalised as EUROJUST )  is an agency of the European Union  ( EU )  dealing with judicial co-operation in criminal matters .
1877,Superior Donuts is an American sitcom that airs on CBS .
1878,"Kirk Douglas  ( born Issur Danielovitch , December 9 , 1916 )  is an American actor , producer , director , and author ."
1879,"On television , he is best known for his work on Saturday Night Live , where he anchored Weekend Update , on MTV 's 1980s game show Remote Control , where he served as the announcer/sidekick , and as host of Comedy Central 's late-night panel show Tough Crowd with Colin Quinn ."
1880,Neighbors  ( released in some countries as Bad Neighbours )  is a 2014 American comedy film directed by Nicholas Stoller and written by Andrew Cohen and Brendan O'Brien .
1881,"Tardigrades  (  [ ˈtɑrdᵻˌgreɪd ]  also known as water bears , space bears , or moss piglets )  are water-dwelling , eight-legged , segmented micro-animals ."
1882,Daniel Wroughton Craig  ( born 2 March 1968 )  is an English actor .
1883,"The film stars Emily Blunt , Rebecca Ferguson , Haley Bennett , Justin Theroux , Luke Evans , Allison Janney , Édgar Ramírez , and Lisa Kudrow , and follows an alcoholic divorcée who becomes involved in a missing persons investigation ."
1884,"She was also the first woman to become a professor at the University of Paris , and in 1995 became the first woman to be entombed on her own merits in the Panthéon in Paris ."
1885,"Holly Hunter  ( born March 20 , 1958 )  is an American actress and producer ."
1886,"Zinedine Yazid Zidane  (  [ zinedin zidan ]  , born 23 June 1972 )  , nicknamed `` Zizou '' , is a retired French footballer and current manager of Real Madrid ."
1887,"Tropic Thunder is a 2008 satirical action comedy film co-written , produced , and directed by Ben Stiller ."
1888,"Veronika Decides to Die is a 2009 psychological drama film directed by Emily Young and starring Sarah Michelle Gellar , Jonathan Tucker , Melissa Leo , David Thewlis and Erika Christensen , ."
1889,"Tyler Gregory Okonma  ( born March 6 , 1991 )  , better known by his stage name Tyler , The Creator , is an American rapper , record producer , and music video director ."
1890,"Director Peter Weir cast him as one of the leads in the critically acclaimed World War I drama Gallipoli  ( 1981 )  , which earned Gibson a Best Actor Award from the Australian Film Institute ."
1891,"Nicole Mary Kidman , AC  ( born June 20 , 1967 )  is an Australian actress and film producer ."
1892,The modern Olympic Games or Olympics  ( Jeux olympiques )  are leading international sporting events featuring summer and winter sports competitions in which thousands of athletes from around the world participate in a variety of competitions .
1893,Measles is a highly contagious infection caused by the measles virus .
1894,"Eldrick Tont `` Tiger '' Woods  ( born December 30 , 1975 )  is an American professional golfer who is among the most successful golfers of all time ."
1895,"It is a network of networks that consists of private , public , academic , business , and government networks of local to global scope , linked by a broad array of electronic , wireless , and optical networking technologies ."
1896,"A spin-off of the format of The Great British Bake Off , the programme is presented by Claudia Winkleman ."
1897,"The film stars Angelina Jolie as Gia and Faye Dunaway as Wilhelmina Cooper , with Mercedes Ruehl and Elizabeth Mitchell ."
1898,"Its name is a portmanteau of the Greek words for sulfur  ( θειον `` theion '' )  and glue  ( κολλα `` kolla '' )  , an allusion to the company 's initial product , Thiokol polymer ."
1899,Henson went on to star in the ensemble film Think Like a Man  ( 2012 )  and its 2014 sequel .
1900,"Slovenia  (  [ sloʊˈviːniə ,   slə - ,   - njə ]  ; Slovenija  [ slɔˈʋéːnija ]  )  , officially the Republic of Slovenia  ( Slovene : , abbr. : RS )  , is a nation state in southern Central Europe , located at the crossroads of main European cultural and trade routes ."
1901,"She is known for starring as Kimberly Hart , the Pink Ranger , in the 2017 Power Rangers movie and co-starring as Maddy Shannon in the science-fiction drama series Terra Nova ."
1902,Sheyi Emmanuel Adebayor  (  [ ɛmanɥɛl adəbɛjɔʁ ]  ; born 26 February 1984 )  is a Togolese professional footballer who plays as a striker for Turkish club İstanbul Başakşehir .
1903,"On May 15 , 2016 , NBC renewed the series for a 13-episode third season , which premiered with back-to-back episodes on May 31 , 2017 ."
1904,"Jorah Mormont , nicknamed Jorah the Andal , is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin , and its television adaptation Game of Thrones ."
1905,"Spain  ( España  [ esˈpaɲa ]  )  , officially the Kingdom of Spain  (  [ Reino de España , links = no ]  )  , is a sovereign state located on the Iberian Peninsula in southwestern Europe , with two large archipelagoes , the Balearic Islands in the Mediterranean Sea and the Canary Islands off the North African Atlantic coast , two cities Ceuta and Melilla in the North African mainland and several small islands in the Alboran Sea near the Moroccan coast ."
1906,"The third season of the fantasy drama television series Game of Thrones premiered in the United States on HBO on March 31 , 2013 , and concluded on June 9 , 2013 ."
1907,"Solange Piaget Knowles  (  [ soʊˈlɑːnʒ ]  born June 24 , 1986 )  is an American singer , songwriter , dancer , model and actress ."
1908,"He , along with his father Newman Clanton and brother Ike Clanton , worked a ranch near Tombstone and stole livestock from Mexico and later U.S. ranchers ."
1909,"In 1993 , the Guinness Book of World Records declared Ross the most successful female music artist in history , due to her success in the United States and United Kingdom for having more hits than any female artist in the charts , with a career total of 70 hit singles with her work with the Supremes and as a solo artist ."
1910,"Eddie Vedder  ( born Edward Louis Severson ; December 23 , 1964 )  is an American musician , singer and songwriter best known as a member of the rock band Pearl Jam , with whom he performs lead vocals and is one of three guitarists ."
1911,"Joanne Rowling ,  (  [ ˈrəʊlɪŋ ]  born 31 July 1965 )  , pen names J. K. Rowling and Robert Galbraith , is a British novelist , screenwriter and film producer best known as the author of the Harry Potter fantasy series ."
1912,Drax the Destroyer  ( Arthur Douglas )  is a fictional character appearing in American comic books published by Marvel Comics .
1913,"Broadcast News is a 1987 romantic comedy-drama film written , produced and directed by James L. Brooks ."
1914,"As a former IAS officer and he served as Secretary to the President of India and as High Commissioner to South Africa and Sri Lanka , among other administrative and diplomatic posts ."
1915,"The fifth installment in the Terminator franchise , it serves as a soft reboot to the film series that features the main characters from the first two films , portrayed by a new cast with the exception of Arnold Schwarzenegger , who reprises his role as the eponymous character ."
1916,"Victor Marie Hugo  (  [ viktɔʁ maʁi yɡo ]  ; 26 February 1802 -- 22 May 1885 )  was a French poet , novelist , and dramatist of the Romantic movement ."
1917,Destiny is an online-only multiplayer first-person shooter video game developed by Bungie and published by Activision .
1918,Lemon Sky is a play by Lanford Wilson which ran Off-Broadway in 1970 .
1919,"The Clementine Chapel , also known as La Clementina , is a particular Roman Catholic chapel located within the underground necropolitan grottoes of Saint Peter 's Basilica in Vatican City ."
1920,"The Northeast megalopolis  ( also Boston -- Washington Corridor or Bos-Wash Corridor )  is the most heavily urbanized region of the United States , running primarily northeast to southwest from the northern suburbs of Boston , Massachusetts , to the southern suburbs of Washington , D.C. , in Northern Virginia ."
1921,"Marshall Bruce Mathers III  ( born October 17 , 1972 )  , known professionally as Eminem  ( often stylized as EMINƎM )  , is an American rapper , record producer , and actor ."
1922,A relaunch was produced by 2929 Productions from 2003 to 2004 .
1923,"On television , he is best known for his work on Saturday Night Live , where he anchored Weekend Update , on MTV 's 1980s game show Remote Control , where he served as the announcer/sidekick , and as host of Comedy Central 's late-night panel show Tough Crowd with Colin Quinn ."
1924,"He made his directorial debut with the 2008 film The Escapist , which premiered at the Sundance Film Festival ."
1925,"He is best known for his roles in television dramas The 1st Shop of Coffee Prince  ( 2007 )  and Guardian : The Lonely and Great God  ( 2016-2017 )  , and the films Silenced  ( 2011 )  , The Age of Shadows  ( 2016 )  , and Train to Busan  ( 2016 )  ."
1926,"James Bryant Conant  ( March 26 , 1893 -- February 11 , 1978 )  was an American chemist , a transformative President of Harvard University , and the first U.S. Ambassador to West Germany ."
1927,"He is an enigmatic figure known chiefly through the accounts of classical writers , especially the writings of his students Plato and Xenophon and the plays of his contemporary Aristophanes ."
1928,"The genre is considered a form of speculative fiction alongside science fiction films and horror films , although the genres do overlap ."
1929,Dumb and Dumber is a 1994 American comedy road film starring Jim Carrey and Jeff Daniels .
1930,"Ancient Algeria has known many empires and dynasties , including ancient Numidians , Phoenicians , Carthaginians , Romans , Vandals , Byzantines , Umayyads , Abbasids , Idrisid , Aghlabid , Rustamid , Fatimids , Zirid , Hammadids , Almoravids , Almohads , Spaniards , Ottomans and the French colonial empire ."
1931,"International relations  ( IR )  or international affairs , depending on academic institution , is either a field of political science , an interdisciplinary academic field similar to global studies , or an entirely independent academic discipline in which students take a variety of internationally focused courses in social science and humanities disciplines ."
1932,"Newcastle United Football Club is an English professional association football club based in Newcastle upon Tyne , that will play in the Premier League , the top tier of English football , after winning the Championship title in 2017 ."
1933,"AWS ' version of virtual computers have most of the attributes of a real computer including hardware  ( CPU  ( s )  & GPU  ( s )  for processing , local/RAM memory , hard-disk/SSD storage )  ; a choice of operating systems ; networking ; and pre-loaded application software such as web servers , databases , CRM ... nearly anything ."
1934,"The award has never been presented to a member of the following four teams : Arizona Diamondbacks , Miami Marlins , New York Mets , and Tampa Bay Rays ."
1935,His work in the duo has produced six studio albums .
1936,"Naproxen  ( brand names : Aleve , Naprosyn , and many others )  is a nonsteroidal anti-inflammatory drug  ( NSAID )  of the propionic acid class  ( the same class as ibuprofen )  that relieves pain , fever , swelling , and stiffness ."
1937,"Beasts of the Southern Wild is a 2012 American drama film co-written , co-scored and directed by Benh Zeitlin ."
1938,The song was nominated for a Grammy Award in 2013 for Record of the Year .
1939,Until Dawn is an interactive drama survival horror adventure video game developed by Supermassive Games and published by Sony Computer Entertainment for the PlayStation 4 .
1940,Kangana Ranaut  (  [ kəŋɡənaː raːɳoːʈʰ ]  ; born 23 March 1986 )  is an Indian film actress .
1941,"The Olympic Games are held every four years , with the Summer and Winter Games alternating by occurring every four years but two years apart ."
1942,Edge of Tomorrow  ( alternatively known by its tagline Live .
1943,"Welcome Back is an Indian action comedy film directed by Anees Bazmee and produced by Firoz Nadiadwala , released in 2015 ."
1944,"Dustin Lee Hoffman  ( born August 8 , 1937 )  is an American actor and a director , with a career in film , television , and theatre since 1960 ."
1945,"Marshall Bruce Mathers III  ( born October 17 , 1972 )  , known professionally as Eminem  ( often stylized as EMINƎM )  , is an American rapper , record producer , and actor ."
1946,"The Mummy is a 2017 American action-adventure horror film directed by Alex Kurtzman and written by David Koepp , Christopher McQuarrie and Dylan Kussman , with a story by Kurtzman , Jon Spaihts and Jenny Lumet ."
1947,"Although largely seen as a B-list star during this period , her appearance in the film The Manchurian Candidate  ( 1962 )  received widespread acclaim and is cited as being one of her finest performances ."
1948,"It stars Saranya Ponvannan , in her 100th film , Vijay Sethupathi and Vasundhra in the lead roles ."
1949,"The film stars Clark Gable and Jean Harlow in their sixth and final film collaboration , and features Lionel Barrymore , Frank Morgan , Walter Pidgeon , Hattie McDaniel , and Margaret Hamilton ."
1950,"The Mughal emperors were Central Asian Turco-Mongols belonging to the Timurid dynasty , who claimed direct descent from both Genghis Khan  ( founder of the Mongol Empire , through his son Chagatai Khan )  and Timur  ( Turco-Mongol conqueror who founded the Timurid Empire )  ."
1951,"Prolific in the punk and grunge scenes of the 1990s , Love has enjoyed a career that spans four decades ."
1952,"Chris McKenna is an American television writer , producer and film writer ."
1953,"Hungarians , also known as Magyars  ( magyarok )  , are a nation and ethnic group who speak Hungarian and are primarily associated with Hungary ."
1954,"Gerard James Butler  ( born 13 November 1969 )  is a Scottish actor who has appeared on film , stage , and television ."
1955,The third series has become the UK 's most watched drama series since 2001 while interest in the fourth series appeared to slip by approximately twenty percent .
1956,Bird was the first overall pick of the 2002 WNBA Draft .
1957,"Dwayne Michael Carter Jr.  ( born September 27 , 1982 )  , known professionally as Lil Wayne , is an American hip hop recording artist ."
1958,"Stephen William Hawking ,  ( born 8 January 1942 )  is an English theoretical physicist , cosmologist , author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge ."
1959,"In 2015 , she headlined the action comedy film Spy , for which she received a Golden Globe Award for Best Actress -- Motion Picture Comedy or Musical nomination ."
1960,"Miranda Taylor Cosgrove  ( born May 14 , 1993 )  is an American actress , singer and songwriter ."
1961,"In 1692 , the town of Salem , Massachusetts and surrounding areas experienced one of the most infamous cases of mass hysteria in the history of the Western Hemisphere , the Salem witch trials ."
1962,"Christopher Marlowe , also known as Kit Marlowe  ( baptised 26 February 156430 May 1593 )  , was an English playwright , poet and translator of the Elizabethan era ."
1963,"Henry Kenneth Alfred `` Ken '' Russell  ( 3 July 1927 -- 27 November 2011 )  was an English film director , known for his pioneering work in television and film and for his flamboyant and controversial style ."
1964,"There are many subtypes of ANAs such as anti-Ro antibodies , anti-La antibodies , anti-Sm antibodies , anti-nRNP antibodies , anti-Scl-70 antibodies , anti-dsDNA antibodies , anti-histone antibodies , antibodies to nuclear pore complexes , anti-centromere antibodies and anti-sp100 antibodies ."
1965,"Originally a Jedi prophesied to bring balance to the Force , he falls to the dark side of the Force and serves the evil Galactic Empire at the right hand of his Sith master , Emperor Palpatine  ( also known as Darth Sidious )  ."
1966,The town lends its name to the Royal Borough of Greenwich .
1967,Keys made her film debut in Smokin ' Aces and has also appeared in The Nanny Diaries and The Secret Life of Bees .
1968,"`` Beautiful '' is a song recorded by American singer Christina Aguilera for her fourth studio album , Stripped  ( 2002 )  ."
1969,The film was Winona Ryder 's screen debut .
1970,"An eight-time Olympic gold medalist , Bolt won the 100 m , 200 m and 4 × 100 m relay at three consecutive Olympic Games , although he subsequently lost one of the gold medals  ( as well as the world record set therein )  nine years after the fact due to teammate Nesta Carter 's disqualification for doping offences ."
1971,"The tomb is the centrepiece of a 42 acre complex , which includes a mosque and a guest house , and is set in formal gardens bounded on three sides by a crenellated wall ."
1972,"Abraham Lincoln  (  [ ˈeɪbrəhæm ˈlIŋkən ]  February 12 , 1809 -- April 15 , 1865 )  was an American politician and lawyer who served as the 16th President of the United States from March 1861 until his assassination in April 1865 ."
1973,"Edward Christopher `` Ed '' Sheeran  ( born 17 February 1991 )  is an English singer-songwriter , guitarist and record producer ."
1974,"Nepal hosts the permanent secretariat of the South Asian Association for Regional Cooperation  ( SAARC )  , of which it is a founding member ."
1975,"Grace Jones  ( born 19 May 1948 )  is a Jamaican born singer , songwriter , lyricist , supermodel , record producer , and actress ."
1976,"The third season of the fantasy drama television series Game of Thrones premiered in the United States on HBO on March 31 , 2013 , and concluded on June 9 , 2013 ."
1977,"Sharon Marie Tate Polanski  ( January 24 , 1943 -- August 9 , 1969 )  was an American actress and model ."
1978,"Colin Andrew Firth ,  ( born 10 September 1960 )  is an English actor ."
1979,"He is best known as the creator of the Star Wars and Indiana Jones franchises , as well as the founder of Lucasfilm and Industrial Light & Magic ."
1980,Its coast in the south lies on the Gulf of Guinea in the Atlantic Ocean .
1981,"The dog was the first domesticated species and has been selectively bred over millennia for various behaviors , sensory capabilities , and physical attributes ."
1982,"A newspaper is a serial publication containing news about current events , other informative articles about politics , sports , arts , and so on , and advertising ."
1983,"Kobe Bean Bryant  ( born August 23 , 1978 )  is an American retired professional basketball player and businessman ."
1984,"It is known for developing games for several acclaimed video game franchises including Assassin 's Creed , Far Cry , Just Dance , Prince of Persia , Rayman , and Tom Clancy 's ."
1985,"Slovakia  ( listen )  , is a landlocked country in Central Europe ."
1986,Wrath of the Titans is a 2012 3D epic action adventure fantasy film that is a sequel to the 2010 film Clash of the Titans .
1987,"Francis Ford Coppola  (  [ pronˈkoʊpələ ]  born April 7 , 1939 )  , also credited as Francis Coppola , is a semi-retired American film director , producer , and screenwriter ."
1988,It is located in the southwest of the island .
1989,The role earned Alda the Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series in 2006 .
1990,The release of the game was promoted with short animated videos to introduce the game 's narrative and each of the characters .
1991,It also received an Academy Award nomination for Best Visual Effects .
1992,"The series follows the experiences of teenager Sonny Munroe , portrayed by Demi Lovato , who becomes the newest accepted cast member of her favorite live comedy television show , So Random !"
1993,"Madonna Louise Ciccone  (  [ tʃɪˈkoʊni ]  born August 16 , 1958 )  is an American singer , songwriter , actress , and businesswoman ."
1994,"Radiohead are an English alternative rock band from Abingdon , Oxfordshire , formed in 1985 ."
1995,It is the third novel to feature Hercule Poirot as the lead detective .
1996,"She is known for human rights advocacy , especially education of women in her native Swat Valley in Khyber Pakhtunkhwa , northwest Pakistan , where the local Taliban had at times banned girls from attending school ."
1997,"Laura Helene Prepon  ( born March 7 , 1980 )  is an American actress , producer , and author ."
1998,Dumb and Dumber is a 1994 American comedy road film starring Jim Carrey and Jeff Daniels .
1999,"Kirk Douglas  ( born Issur Danielovitch , December 9 , 1916 )  is an American actor , producer , director , and author ."
2000,"Performed by Norah Jones during the film 's opening credits , the song was used as the film 's main theme song ."
2001,"In 2009 , Blunt received the BAFTA Britannia Award for British Artist of the Year ."
2002,"He is an operatically trained vocalist and is also a Cantopop and Mandopop star , having released a number of albums and sung many of the theme songs for the films in which he has starred ."
2003,"Known for his idiosyncratic musical style , Ocean first embarked on a career as a ghostwriter , and in 2010 he became a member of hip hop collective Odd Future ."
2004,"He was one of the world 's highest-paid actors for three years , and has been nominated for various accolades , including four Academy Awards , two BAFTA Awards and two Golden Globe Awards ."
2005,It introduced the famous character Count Dracula and established many conventions of subsequent vampire fantasy .
2006,The pilot episode was written by Jon Bokenkamp and directed by Joe Carnahan .
2007,Lionel Andrés `` Leo '' Messi  (  [ ljoˈnel anˈdɾes ˈmesi ]  ; born 24 June 1987 )  is an Argentine professional footballer who plays as a forward for Spanish club FC Barcelona and the Argentina national team .
2008,"Titanic is a 1997 American epic romance-disaster film directed , written , co-produced , and co-edited by James Cameron ."
2009,"Ronin is a 1998 American spy action-thriller film directed by John Frankenheimer , starring Robert De Niro , Jean Reno , Natascha McElhone , Stellan Skarsgård , Sean Bean , and Jonathan Pryce , and written by David Mamet  ( under the pseudonym Richard Weisz )  from a screenplay by first-time writer John David Zeik ."
2010,"It is set in the Marvel Cinematic Universe  ( MCU )  , sharing continuity with the films of the franchise and is the fourth in a series of shows that will lead up to The Defenders crossover miniseries ."
2011,"Richard Tiffany Gere  (  [ ˈɡɪər ]  ; born August 31 , 1949 )  is an American actor and humanitarian activist ."
2012,"The capital of Benin is Porto-Novo , but the seat of government is in Cotonou , the country 's largest city and economic capital ."
2013,Emily Jane Browning  ( born 7 December 1988 )  is an Australian actress and singer .
2014,"His life spanned nine decades and almost the entire history of the oil industry , from the early years when uncontrolled production depleted valuable fields and natural gas was burned at the well head , to the decades of energy shortages and the Arab Oil Embargo ."
2015,"Selena Marie Gomez  (  [ səˈliːnə məˈɹiː ˈɡoʊmɛz ]  ;  [ seˈlena ˈɣomes ]  ; born July 22 , 1992 )  is an American actress and singer ."
2016,"He attended the Academy of Contemporary Music in Guildford , Surrey , as an undergraduate from the age of 18 in autumn 2009 ."
2017,Mark Johnson and Charles Newirth produced the film for DreamWorks Pictures .
2018,"Sociology is the study of social behavior or society , including its origins , development , organization , networks , and institutions ."
2019,"In addition to Washington , the film also stars Viola Davis , Stephen Henderson , Jovan Adepo , Russell Hornsby , Mykelti Williamson and Saniyya Sidney ."
2020,"Oz the Great and Powerful premiered at the El Capitan Theatre on February 14 , 2013 , and with general theatrical release on March 8 , 2013 , through the Disney Digital 3-D , RealD 3D and IMAX 3D formats , as well as in conventional theaters ."
2021,"Welcome Back is an Indian action comedy film directed by Anees Bazmee and produced by Firoz Nadiadwala , released in 2015 ."
2022,"A drama school , stage school or theatre school is an undergraduate and/or graduate school or department at a college or university ; or a free-standing institution  ( such as the Drama section at the Juilliard School )  ; which specializes in the pre-professional training in drama and theatre arts , such as acting , design and technical theatre , arts administration , and related subjects ."
2023,"Kurt Leon Sutter  ( born May 5 , 1960 )  is an American screenwriter , director , producer , and actor ."
2024,"also romanized as Ramazan , Ramadhan , or Ramathan )  is the ninth month of the Islamic calendar , and is observed by Muslims worldwide as a month of fasting  ( Sawm )  to commemorate the first revelation of the Quran to Muhammad according to Islamic belief ."
2025,"Venus is the second planet from the Sun , orbiting it every 224.7 Earth days ."
2026,Bali  ( Balinese : )  is an island and province of Indonesia .
2027,"Starring James Stewart , John Dall and Farley Granger , this is the first of Hitchcock 's Technicolor films , and is notable for taking place in real time and being edited so as to appear as a single continuous shot through the use of long takes ."
2028,He is the all-time top scorer and former captain of the Ivory Coast national team .
2029,"David Carradine  ( born John Arthur Carradine ; December 8 , 1936 -- June 3 , 2009 )  was an American actor and martial artist ."
2030,"He is best known for portraying Walter White on the AMC crime drama series Breaking Bad , Hal on the Fox comedy series Malcolm in the Middle , and Dr. Tim Whatley in five episodes of the NBC comedy series Seinfeld ."
2031,Canada  (  [ ˈkænədə ]   [ kanadɑ ]  )  is a country in the northern part of North America .
2032,"Istanbul  (  [ ˌɪstænˈbʊl ]  ,  [ - ˈbuːl ]  or  [ - stɑːn - ]  İstanbul  [ isˈtɑnbuɫ ]  )  , historically known as Constantinople and Byzantium , is the most populous city in Turkey and the country 's economic , cultural , and historic center ."
2033,He is well known for his portrayal of Andy Dufresne in the prison drama film The Shawshank Redemption  ( 1994 )  .
2034,"Zooey Claire Deschanel  (  [ ˈzoʊi ˌdeɪʃəˈnɛl ]  born January 17 , 1980 )  is an American actress and singer-songwriter ."
2035,"Egypt is a member of the United Nations , Non-Aligned Movement , Arab League , African Union , and Organisation of Islamic Cooperation ."
2036,Timothy Henry `` Tim '' Henman  ( born 6 September 1974 )  is a retired English professional tennis player .
2037,"Clark Gregg co-starred as her ex-husband Richard , with whom Christine maintains a close relationship despite their divorce , as well as Hamish Linklater as her brother Matthew and Wanda Sykes as her best friend Barb ."
2038,"Kenneth Ray Rogers  ( born August 21 , 1938 )  is an American singer , songwriter , actor , record producer , and entrepreneur ."
2039,"The Blacklist is an American crime thriller television series that premiered on NBC on September 23 , 2013 ."
2040,"The town is popular as a place of pilgrimage for being the resting place or  ( Samadhi )  of the 13th century Marathi Bhakti saint , Sant Dnyaneshwar"
